"","age","attrition_yes","business_travel_travel_frequently","business_travel_travel_rarely","daily_rate","department_research_development","department_sales","distance_from_home","education","education_field_life_sciences","education_field_marketing","education_field_medical","education_field_other","education_field_technical_degree","environment_satisfaction","gender_male","hourly_rate","job_involvement","job_level","job_role_human_resources","job_role_laboratory_technician","job_role_manager","job_role_manufacturing_director","job_role_research_director","job_role_research_scientist","job_role_sales_executive","job_role_sales_representative","job_satisfaction","marital_status_married","marital_status_single","monthly_income","monthly_rate","num_companies_worked","over_time_yes","percent_salary_hike","performance_rating","relationship_satisfaction","stock_option_level","total_working_years","training_times_last_year","work_life_balance","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager"
"49",0.666666666666667,0,1,0,0.793843951324266,0,1,0.142857142857143,0.75,0,1,0,0,0,0,1,0.971428571428571,0.666666666666667,0.25,0,0,0,0,0,0,1,0,1,0,1,0.250816219062665,0.736839991969484,0.444444444444444,1,0.714285714285714,1,0.666666666666667,0,0.35,0.666666666666667,0.666666666666667,0.225,0.333333333333333,0,0.470588235294118
"50",0.404761904761905,0,0,1,0.8067287043665,1,0,0.25,0,1,0,0,0,0,1,1,0.0857142857142857,1,0,0,1,0,0,0,0,0,0,1,1,0,0.0663507109004739,0.1123469182895,0.111111111111111,0,0.571428571428571,0,1,0,0.025,0.333333333333333,0.666666666666667,0.025,0,0,0.0588235294117647
"51",0.714285714285714,1,0,1,0.375089477451682,1,0,0,0.25,1,0,0,0,0,0,1,0.971428571428571,0.333333333333333,0.5,0,1,0,0,0,0,0,0,0.666666666666667,0,1,0.230226434965771,0.690624372615941,1,1,0.142857142857143,0,1,0,0.575,0.333333333333333,0.666666666666667,0.025,0,0,0
"52",0.238095238095238,1,0,1,0.953471725125268,1,0,0.142857142857143,0.75,0,0,0,0,1,0.666666666666667,1,0.285714285714286,0.666666666666667,0,0,1,0,0,0,0,0,0,0.666666666666667,0,1,0.128067403896788,0.364786187512548,0.111111111111111,1,0.142857142857143,0,0.666666666666667,0,0.05,0.5,0.333333333333333,0.05,0.111111111111111,0.133333333333333,0.117647058823529
"53",0.619047619047619,0,0,1,0.992125984251969,0,1,0,1,0,1,0,0,0,0.333333333333333,0,0.642857142857143,0.666666666666667,0.25,0,0,0,0,0,0,1,0,0,0,0,0.23407056345445,0.0768921903232283,0.555555555555556,1,0.714285714285714,1,0.666666666666667,0.333333333333333,0.225,0.333333333333333,0.333333333333333,0.1,0.166666666666667,0.0666666666666667,0.176470588235294
"54",0.404761904761905,0,0,0,0.712240515390122,1,0,0.357142857142857,0.25,0,0,1,0,0,0.666666666666667,1,0.7,0.333333333333333,0.5,0,0,0,0,0,0,0,0,0,1,0,0.467351237493418,0.249267215418591,0.222222222222222,1,0.142857142857143,0,0.666666666666667,0.333333333333333,0.25,0.5,0.666666666666667,0.1,0,0.133333333333333,0.176470588235294
"55",0.19047619047619,0,0,1,0.959914101646385,0,1,0.785714285714286,0.5,0,1,0,0,0,0.666666666666667,0,0.242857142857143,0.333333333333333,0.25,0,0,0,0,0,0,1,0,1,1,0,0.165771458662454,0.776631198554507,0.777777777777778,1,0.571428571428571,0,0.666666666666667,0.333333333333333,0.125,0.333333333333333,0.333333333333333,0.05,0.111111111111111,0,0
"56",0.357142857142857,0,1,0,0.29563350035791,1,0,0,0.25,1,0,0,0,0,0,0,0.971428571428571,0.666666666666667,0.5,0,0,0,0,1,0,0,0,1,0,1,0.655555555555556,0.52407147159205,0.111111111111111,1,0.0714285714285714,0,0.666666666666667,0,0.375,0.166666666666667,0.666666666666667,0.375,0.777777777777778,0.533333333333333,0.705882352941177
"57",0.404761904761905,0,1,0,0.537580529706514,0,1,0.607142857142857,1,1,0,0,0,0,0.333333333333333,1,0.585714285714286,0.666666666666667,0.5,0,0,0,0,0,0,1,0,0,1,0,0.424433912585571,0.358843605701666,0.111111111111111,0,0.785714285714286,1,1,0.333333333333333,0.225,0.5,0.333333333333333,0.225,0.444444444444444,0.0666666666666667,0.470588235294118
"58",0.404761904761905,0,0,1,0.744452397995705,1,0,0.785714285714286,0.75,0,0,1,0,0,0.666666666666667,0,0,0.666666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0.158241179568194,0.558442079903634,0.333333333333333,1,0.285714285714286,0,0.666666666666667,0.333333333333333,0.1,0.5,0.666666666666667,0.05,0.111111111111111,0.133333333333333,0.117647058823529
"59",0.30952380952381,0,0,1,0.395848246241947,1,0,0.214285714285714,0.75,1,0,0,0,0,1,1,0.257142857142857,0.666666666666667,0.25,0,1,0,0,0,0,0,0,1,0,0,0.258346498156925,0.298494278257378,0.333333333333333,0,0.785714285714286,1,1,0.333333333333333,0.25,0.5,0.333333333333333,0.175,0.388888888888889,0.0666666666666667,0.411764705882353
"60",0.452380952380952,0,0,1,0.725125268432355,1,0,0,0.75,1,0,0,0,0,0,1,0.3,0.333333333333333,0.25,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0.26245392311743,0.0238907849829352,0.111111111111111,0,0.5,0,0.666666666666667,0.333333333333333,0.175,0.333333333333333,1,0.175,0.277777777777778,0,0.411764705882353
"61",0.333333333333333,0,0,1,0.232641374373658,1,0,0,0.5,0,0,1,0,0,0,1,0.0428571428571429,0.666666666666667,0.25,0,0,0,1,0,0,0,0,1,1,0,0.271353343865192,0.352660108411965,0.111111111111111,1,0.785714285714286,1,0.333333333333333,0.333333333333333,0.225,0.5,0.666666666666667,0.225,0.444444444444444,0.466666666666667,0.470588235294118
"62",0.476190476190476,0,1,0,0.394416607015032,1,0,1,1,1,0,0,0,0,1,0,0.285714285714286,0.666666666666667,0.25,0,1,0,0,0,0,0,0,1,0,1,0.0735650342285413,0.134992973298534,0.111111111111111,0,0,0,1,0,0.25,0.333333333333333,0.666666666666667,0.25,0.166666666666667,0.6,0.529411764705882
"63",0.761904761904762,0,0,1,0.634931997136722,1,0,0.214285714285714,0.25,0,0,1,0,0,0.333333333333333,0,0.185714285714286,0.333333333333333,1,0,0,0,0,1,0,0,0,0.666666666666667,0,0,0.933701948393892,0.586508733186107,0.555555555555556,1,0.0714285714285714,0,1,0.333333333333333,0.725,0.333333333333333,0.333333333333333,0.675,0.166666666666667,0.866666666666667,0.470588235294118
"64",0.976190476190476,0,0,1,0.954187544738726,0,1,0.857142857142857,0.5,1,0,0,0,0,0,0,0.985714285714286,0.666666666666667,0.5,0,0,0,0,0,0,1,0,0,0,1,0.349025803054239,0.0104396707488456,0.777777777777778,0,0,0,1,0,0.7,0.5,0.333333333333333,0.525,0.888888888888889,0.466666666666667,0.529411764705882
"65",0.428571428571429,0,0,1,0.802433786685755,1,0,0.25,0.5,0,0,0,0,1,0.666666666666667,0,0.414285714285714,0.666666666666667,0.5,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.478515007898894,0.245251957438265,0.111111111111111,0,0.142857142857143,0,0.333333333333333,1,0.425,0.333333333333333,0.666666666666667,0.425,0.777777777777778,0.8,0.470588235294118
"66",0.880952380952381,0,0,1,0.525411596277738,1,0,0.25,0.5,0,0,1,0,0,1,0,0.0428571428571429,0.666666666666667,0.75,0,0,1,0,0,0,0,0,0.666666666666667,0,0,0.723907319641917,0.708130897410159,0.222222222222222,1,0.214285714285714,0,0.666666666666667,1,0.525,0.333333333333333,0.666666666666667,0.125,0,0,0.117647058823529
"67",0.428571428571429,0,1,0,0.782390837508948,1,0,0.357142857142857,0.5,1,0,0,0,0,0.333333333333333,1,0.928571428571429,0.333333333333333,0.25,0,0,0,1,0,0,0,0,0.333333333333333,0,1,0.289099526066351,0.825617345914475,0.111111111111111,0,0.142857142857143,0,0.666666666666667,0,0.15,0.5,0.666666666666667,0.15,0.277777777777778,0,0.176470588235294
"68",0.642857142857143,0,0,1,0.885468861846815,1,0,0.214285714285714,0.5,1,0,0,0,0,0.333333333333333,1,0.414285714285714,0.666666666666667,0.5,0,0,0,0,0,1,0,0,0,0,0,0.458925750394945,0.670267014655692,0.222222222222222,0,0.428571428571429,0,0.666666666666667,0.333333333333333,0.625,0.333333333333333,0.666666666666667,0.025,0,0,0
"69",0.404761904761905,0,1,0,0.402290622763064,1,0,0,0.5,0,0,1,0,0,0.333333333333333,1,0.7,0.666666666666667,0,0,0,0,0,0,1,0,0,0,1,0,0.0624012638230648,0.151535836177474,0.444444444444444,0,0.142857142857143,0,1,0.333333333333333,0.125,0.333333333333333,0.333333333333333,0.075,0.111111111111111,0.0666666666666667,0.117647058823529
"70",0.428571428571429,1,0,1,0.1546170365068,1,0,0.285714285714286,0.5,0,0,1,0,0,1,1,0.7,0.333333333333333,0,0,0,0,0,0,1,0,0,0.666666666666667,1,0,0.125276461295419,0.790323228267416,0,1,0.428571428571429,0,0,0.333333333333333,0.05,0,0.333333333333333,0.025,0,0,0
"71",0.976190476190476,0,1,0,0.80386542591267,0,1,0,0,1,0,0,0,0,0,0,0.385714285714286,0.333333333333333,0.25,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0.235071090047393,0.906404336478619,0.777777777777778,0,0,0,1,0,0.5,0.333333333333333,0.333333333333333,0.1,0.166666666666667,0.0666666666666667,0.176470588235294
"72",0.261904761904762,0,0,1,0.877594846098783,1,0,0.0357142857142857,0.5,1,0,0,0,0,0.666666666666667,1,0.657142857142857,0.666666666666667,0,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0.0892048446550816,0.114916683396908,0,0,0.857142857142857,1,1,0.333333333333333,0.15,0.5,0.666666666666667,0.125,0.222222222222222,0,0.235294117647059
"73",0.30952380952381,0,0,1,0.701503221188261,1,0,0,0.75,0,0,1,0,0,0.666666666666667,1,0.814285714285714,0.666666666666667,0,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0.0785676671932596,0.669785183698053,0.111111111111111,0,0.428571428571429,0,0.333333333333333,0,0.025,0.666666666666667,0.666666666666667,0.025,0.0555555555555556,0.0666666666666667,0
